Candidato;Votos;
FABRICIO SANTANA;138
FABRICIO SANTANA;126
FABRICIO SANTANA;129
FABRICIO SANTANA;118
FABRICIO SANTANA;92
FABRICIO SANTANA;67
FABRICIO SANTANA;66
FABRICIO SANTANA;66
FABRICIO SANTANA;60
FABRICIO SANTANA;50
FABRICIO SANTANA;52
FABRICIO SANTANA;64
FABRICIO SANTANA;114
FABRICIO SANTANA;56
FABRICIO SANTANA;54
FABRICIO SANTANA;60
FABRICIO SANTANA;55
FABRICIO SANTANA;50
FABRICIO SANTANA;92
FABRICIO SANTANA;114
FABRICIO SANTANA;108
FABRICIO SANTANA;79
FABRICIO SANTANA;99
FABRICIO SANTANA;106
FABRICIO SANTANA;111
FABRICIO SANTANA;103
FABRICIO SANTANA;72
FABRICIO SANTANA;75
FABRICIO SANTANA;60
FABRICIO SANTANA;66
FABRICIO SANTANA;121
FABRICIO SANTANA;97
FABRICIO SANTANA;101
FABRICIO SANTANA;111
FABRICIO SANTANA;99
FABRICIO SANTANA;114
FABRICIO SANTANA;115
FABRICIO SANTANA;97
FABRICIO SANTANA;110
FABRICIO SANTANA;112
FABRICIO SANTANA;83
FABRICIO SANTANA;62
FABRICIO SANTANA;67
FABRICIO SANTANA;121
FABRICIO SANTANA;139
FABRICIO SANTANA;140
FABRICIO SANTANA;96
FABRICIO SANTANA;113
FABRICIO SANTANA;127
FABRICIO SANTANA;99
FABRICIO SANTANA;137
FABRICIO SANTANA;97
FABRICIO SANTANA;102
FABRICIO SANTANA;89
FABRICIO SANTANA;90
FABRICIO SANTANA;116
FABRICIO SANTANA;81
FABRICIO SANTANA;86
FABRICIO SANTANA;103
FABRICIO SANTANA;96
FABRICIO SANTANA;108
FABRICIO SANTANA;108
FABRICIO SANTANA;93
FABRICIO SANTANA;118
FABRICIO SANTANA;128
FABRICIO SANTANA;105
FABRICIO SANTANA;114
FABRICIO SANTANA;128
FABRICIO SANTANA;131
FABRICIO SANTANA;110
FABRICIO SANTANA;38
FABRICIO SANTANA;88
EZEQUIEL;146
EZEQUIEL;140
EZEQUIEL;143
EZEQUIEL;143
EZEQUIEL;147
EZEQUIEL;142
EZEQUIEL;122
EZEQUIEL;127
EZEQUIEL;119
EZEQUIEL;130
EZEQUIEL;137
EZEQUIEL;90
EZEQUIEL;86
EZEQUIEL;139
PROFESSOR ADRIANO;162
PROFESSOR ADRIANO;139
PROFESSOR ADRIANO;162
PROFESSOR ADRIANO;121
PROFESSOR ADRIANO;156
PROFESSOR ADRIANO;174
PROFESSOR ADRIANO;128
PROFESSOR ADRIANO;136
PROFESSOR ADRIANO;79
PROFESSOR ADRIANO;98
PROFESSOR ADRIANO;19
JOSÉ SALOMÃO;63
JOSÉ SALOMÃO;60
JOSÉ SALOMÃO;63
JOSÉ SALOMÃO;59
JOSÉ SALOMÃO;61
JOSÉ SALOMÃO;57
JOSÉ SALOMÃO;41
JOSÉ SALOMÃO;67
JOSÉ SALOMÃO;67
JOSÉ SALOMÃO;74
JOSÉ SALOMÃO;59
JOSÉ SALOMÃO;82
JOSÉ SALOMÃO;64
JOSÉ SALOMÃO;57
JOSÉ SALOMÃO;68
JOSÉ SALOMÃO;60
JOSÉ SALOMÃO;71
JOSÉ SALOMÃO;57
JOSÉ SALOMÃO;69
JOSÉ SALOMÃO;74
EDINALVA OLIVEIRA F. RAMOS;132
DARLENO AVELINO;9
DARLENO AVELINO;16
DARLENO AVELINO;8
DARLENO AVELINO;16
DARLENO AVELINO;30
DARLENO AVELINO;11
EDINALVA OLIVEIRA F. RAMOS;122
EDINALVA OLIVEIRA F. RAMOS;119
DARLENO AVELINO;6
JOSÉ SALOMÃO;74
JOSÉ SALOMÃO;83
JOSÉ SALOMÃO;72
JOSÉ SALOMÃO;66
JOSÉ SALOMÃO;75
JOSÉ SALOMÃO;80
JOSÉ SALOMÃO;83
JOSÉ SALOMÃO;89
JOSÉ SALOMÃO;79
EDINALVA OLIVEIRA F. RAMOS;123
JOSÉ SALOMÃO;73
JOSÉ SALOMÃO;60
JOSÉ SALOMÃO;64
JOSÉ SALOMÃO;76
JOSÉ SALOMÃO;72
JOSÉ SALOMÃO;62
JOSÉ SALOMÃO;67
JOSÉ SALOMÃO;81
JOSÉ SALOMÃO;69
JOSÉ SALOMÃO;95
JOSÉ SALOMÃO;80
JOSÉ SALOMÃO;74
JOSÉ SALOMÃO;73
JOSÉ SALOMÃO;127
JOSÉ SALOMÃO;86
EDINALVA OLIVEIRA F. RAMOS;73
DARLENO AVELINO;12
JOSÉ SALOMÃO;98
JOSÉ SALOMÃO;99
JOSÉ SALOMÃO;99
DARLENO AVELINO;22
EDINALVA OLIVEIRA F. RAMOS;140
JOSÉ SALOMÃO;105
DARLENO AVELINO;13
JOSÉ SALOMÃO;38
EDINALVA OLIVEIRA F. RAMOS;88
JULIANA;63
JULIANA;43
JULIANA;39
JULIANA;41
JULIANA;36
JULIANA;23
JULIANA;32
JULIANA;50
JULIANA;60
JULIANA;47
JULIANA;45
JULIANA;52
SEBASTIÃO;9
SEBASTIÃO;9
JULIANA;49
JULIANA;46
JULIANA;59
JULIANA;60
JULIANA;15
JULIANA;12
SEBASTIÃO;5
JULIANA;61
JULIANA;45
JULIANA;58
SEBASTIÃO;8
SEBASTIÃO;3
JULIANA;50
JULIANA;22
SEBASTIÃO;1
SEBASTIÃO;9
JULIANA;65
ZÉ ROBERTO;2
ZÉ ROBERTO;9
ZÉ ROBERTO;7
ZÉ ROBERTO;8
ZÉ ROBERTO;8
ZÉ ROBERTO;11
ZÉ ROBERTO;7
ZÉ ROBERTO;11
ZÉ ROBERTO;9
ZÉ ROBERTO;11
ZÉ ROBERTO;11
ZÉ ROBERTO;11
ZÉ ROBERTO;11
ZÉ ROBERTO;7
ZÉ ROBERTO;3
ZÉ ROBERTO;7
ZÉ ROBERTO;18
ZÉ ROBERTO;8
ZÉ ROBERTO;7
ZÉ ROBERTO;11
ZÉ ROBERTO;6
ZÉ ROBERTO;8
ZÉ ROBERTO;4
ZÉ ROBERTO;5
ZÉ ROBERTO;8
ZÉ ROBERTO;10
ZÉ ROBERTO;13
ZÉ ROBERTO;4
ZÉ ROBERTO;14
ZÉ ROBERTO;13
ZÉ ROBERTO;8
ZÉ ROBERTO;8
ZÉ ROBERTO;3
ZÉ ROBERTO;13
ZÉ ROBERTO;3
ZÉ ROBERTO;5
ZÉ ROBERTO;11
ZÉ ROBERTO;5
ZÉ ROBERTO;6
ZÉ ROBERTO;15
ZÉ ROBERTO;13
ZÉ ROBERTO;7
ZÉ ROBERTO;5
ZÉ ROBERTO;8
ZÉ ROBERTO;9
ZÉ ROBERTO;9
ZÉ ROBERTO;12
ZÉ ROBERTO;5
ZÉ ROBERTO;6
ZÉ ROBERTO;5
ZÉ ROBERTO;7
ZÉ ROBERTO;6
ZÉ ROBERTO;9
ZÉ ROBERTO;5
ZÉ ROBERTO;9
ZÉ ROBERTO;10
ZÉ ROBERTO;15
ZÉ ROBERTO;11
ZÉ ROBERTO;13
ZÉ ROBERTO;12
ZÉ ROBERTO;9
ZÉ ROBERTO;10
ZÉ ROBERTO;12
ZÉ ROBERTO;4
ZÉ ROBERTO;14
ZÉ ROBERTO;11
ZÉ ROBERTO;7
ZÉ ROBERTO;10
ZÉ ROBERTO;18
ZÉ ROBERTO;5
ZÉ ROBERTO;7
ZÉ ROBERTO;9
ZÉ ROBERTO;7
ZÉ ROBERTO;8
ZÉ ROBERTO;13
ZÉ ROBERTO;12
ZÉ ROBERTO;11
ZÉ ROBERTO;15
ZÉ ROBERTO;11
ZÉ ROBERTO;7
ZÉ ROBERTO;16
ZÉ ROBERTO;8
ZÉ ROBERTO;8
ZÉ ROBERTO;13
ZÉ ROBERTO;17
ZÉ ROBERTO;18
ZÉ ROBERTO;13
ZÉ ROBERTO;11
ZÉ ROBERTO;8
ZÉ ROBERTO;6
ZÉ ROBERTO;14
ZÉ ROBERTO;9
ZÉ ROBERTO;8
ZÉ ROBERTO;10
ZÉ ROBERTO;10
ZÉ ROBERTO;12
ZÉ ROBERTO;13
ZÉ ROBERTO;13
ZÉ ROBERTO;9
ZÉ ROBERTO;4
ZÉ ROBERTO;16
ZÉ ROBERTO;7
ZÉ ROBERTO;9
ZÉ ROBERTO;6
ZÉ ROBERTO;9
ZÉ ROBERTO;10
ZÉ ROBERTO;7
ZÉ ROBERTO;7
ZÉ ROBERTO;13
ZÉ ROBERTO;12
ZÉ ROBERTO;8
ZÉ ROBERTO;4
ZÉ ROBERTO;6
ZÉ ROBERTO;9
ZÉ ROBERTO;5
ZÉ ROBERTO;7
ZÉ ROBERTO;8
ZÉ ROBERTO;7
ZÉ ROBERTO;7
ZÉ ROBERTO;7
ZÉ ROBERTO;12
ZÉ ROBERTO;5
ZÉ ROBERTO;9
ZÉ ROBERTO;14
ZÉ ROBERTO;10
ZÉ ROBERTO;11
ZÉ ROBERTO;9
ZÉ ROBERTO;13
ZÉ ROBERTO;7
ZÉ ROBERTO;4
ZÉ ROBERTO;6
ZÉ ROBERTO;11
ZÉ ROBERTO;7
ZÉ ROBERTO;11
ZÉ ROBERTO;16
ZÉ ROBERTO;18
ZÉ ROBERTO;11
ZÉ ROBERTO;15
ZÉ ROBERTO;3
ZÉ ROBERTO;9
ZÉ ROBERTO;4
ZÉ ROBERTO;13
ZÉ ROBERTO;7
ZÉ ROBERTO;5
ZÉ ROBERTO;10
ZÉ ROBERTO;14
ZÉ ROBERTO;11
ZÉ ROBERTO;8
ZÉ ROBERTO;6
ZÉ ROBERTO;6
ZÉ ROBERTO;13
ZÉ ROBERTO;7
ZÉ ROBERTO;10
ZÉ ROBERTO;8
ZÉ ROBERTO;7
ZÉ ROBERTO;15
ZÉ ROBERTO;7
ZÉ ROBERTO;10
ZÉ ROBERTO;11
ZÉ ROBERTO;18
ZÉ ROBERTO;10
ZÉ ROBERTO;10
ZÉ ROBERTO;12
ZÉ ROBERTO;7
ZÉ ROBERTO;9
ZÉ ROBERTO;9
ZÉ ROBERTO;5
ZÉ ROBERTO;11
ZÉ ROBERTO;9
ZÉ ROBERTO;10
ZÉ ROBERTO;6
ZÉ ROBERTO;9
ZÉ ROBERTO;5
ZÉ ROBERTO;9
ZÉ ROBERTO;18
ZÉ ROBERTO;12
ZÉ ROBERTO;7
ZÉ ROBERTO;9
ZÉ ROBERTO;9
ZÉ ROBERTO;3
ZÉ ROBERTO;6
ZÉ ROBERTO;12
ZÉ ROBERTO;10
ZÉ ROBERTO;8
ZÉ ROBERTO;16
ZÉ ROBERTO;15
ZÉ ROBERTO;6
ZÉ ROBERTO;5
ZÉ ROBERTO;6
ZÉ ROBERTO;10
ZÉ ROBERTO;12
ZÉ ROBERTO;11
ZÉ ROBERTO;11
ZÉ ROBERTO;9
ZÉ ROBERTO;13
ZÉ ROBERTO;4
ZÉ ROBERTO;15
ZÉ ROBERTO;9
ZÉ ROBERTO;15
ZÉ ROBERTO;6
ZÉ ROBERTO;12
ZÉ ROBERTO;7
ZÉ ROBERTO;6
ZÉ ROBERTO;9
ZÉ ROBERTO;9
ZÉ ROBERTO;11
ZÉ ROBERTO;10
ZÉ ROBERTO;13
ZÉ ROBERTO;11
ZÉ ROBERTO;8
ZÉ ROBERTO;10
ZÉ ROBERTO;11
ZÉ ROBERTO;6
ZÉ ROBERTO;9
ZÉ ROBERTO;5
ZÉ ROBERTO;9
ZÉ ROBERTO;8
ZÉ ROBERTO;13
ZÉ ROBERTO;15
ZÉ ROBERTO;5
ZÉ ROBERTO;6
ZÉ ROBERTO;6
ZÉ ROBERTO;15
ZÉ ROBERTO;4
ZÉ ROBERTO;10
ZÉ ROBERTO;1
ZÉ ROBERTO;10
ZÉ ROBERTO;8
ZÉ ROBERTO;12
ZÉ ROBERTO;9
ZÉ ROBERTO;12
ZÉ ROBERTO;10
ZÉ ROBERTO;9
ZÉ ROBERTO;15
ZÉ ROBERTO;9
ZÉ ROBERTO;17
ZÉ ROBERTO;2
ZÉ ROBERTO;11
ZÉ ROBERTO;10
ZÉ ROBERTO;4
ZÉ ROBERTO;7
ZÉ ROBERTO;12
ZÉ ROBERTO;14
ZÉ ROBERTO;11
ZÉ ROBERTO;5
ZÉ ROBERTO;8
ZÉ ROBERTO;4
ZÉ ROBERTO;2
ZÉ ROBERTO;8
ZÉ ROBERTO;10
ZÉ ROBERTO;8
ZÉ ROBERTO;6
ZÉ ROBERTO;12
ZÉ ROBERTO;7
ZÉ ROBERTO;6
ZÉ ROBERTO;9
ZÉ ROBERTO;16
ZÉ ROBERTO;13
ZÉ ROBERTO;8
ZÉ ROBERTO;14
ZÉ ROBERTO;6
ZÉ ROBERTO;8
ZÉ ROBERTO;8
ZÉ ROBERTO;7
ZÉ ROBERTO;11
ZÉ ROBERTO;6
ZÉ ROBERTO;14
ZÉ ROBERTO;6
ZÉ ROBERTO;9
ZÉ ROBERTO;5
ZÉ ROBERTO;8
ZÉ ROBERTO;8
ZÉ ROBERTO;7
ZÉ ROBERTO;7
ZÉ ROBERTO;11
ZÉ ROBERTO;9
ZÉ ROBERTO;5
ZÉ ROBERTO;6
ZÉ ROBERTO;13
ZÉ ROBERTO;8
ZÉ ROBERTO;19
ZÉ ROBERTO;11
ZÉ ROBERTO;11
ZÉ ROBERTO;12
ZÉ ROBERTO;6
ZÉ ROBERTO;6
ZÉ ROBERTO;9
ZÉ ROBERTO;11
ZÉ ROBERTO;13
ZÉ ROBERTO;7
ZÉ ROBERTO;8
ZÉ ROBERTO;7
ZÉ ROBERTO;12
ZÉ ROBERTO;7
ZÉ ROBERTO;4
ZÉ ROBERTO;8
ZÉ ROBERTO;7
ZÉ ROBERTO;13
ZÉ ROBERTO;8
ZÉ ROBERTO;10
ZÉ ROBERTO;12
ZÉ ROBERTO;5
ZÉ ROBERTO;7
ZÉ ROBERTO;9
ZÉ ROBERTO;17
ZÉ ROBERTO;6
ZÉ ROBERTO;8
ZÉ ROBERTO;12
ZÉ ROBERTO;8
ZÉ ROBERTO;9
ZÉ ROBERTO;6
ZÉ ROBERTO;7
ZÉ ROBERTO;9
ZÉ ROBERTO;5
ZÉ ROBERTO;7
ZÉ ROBERTO;6
ZÉ ROBERTO;15
ZÉ ROBERTO;14
ZÉ ROBERTO;11
ZÉ ROBERTO;14
ZÉ ROBERTO;3
ZÉ ROBERTO;7
ZÉ ROBERTO;11
ZÉ ROBERTO;6
ZÉ ROBERTO;12
ZÉ ROBERTO;14
ZÉ ROBERTO;5
ZÉ ROBERTO;17
ZÉ ROBERTO;6
ZÉ ROBERTO;6
ZÉ ROBERTO;9
ZÉ ROBERTO;14
ZÉ ROBERTO;13
ZÉ ROBERTO;2
ZÉ ROBERTO;10
ZÉ ROBERTO;6
ZÉ ROBERTO;6
ZÉ ROBERTO;7
ZÉ ROBERTO;6
ZÉ ROBERTO;7
ZÉ ROBERTO;12
ZÉ ROBERTO;5
ZÉ ROBERTO;9
ZÉ ROBERTO;15
ZÉ ROBERTO;20
ZÉ ROBERTO;13
ZÉ ROBERTO;15
ZÉ ROBERTO;8
ZÉ ROBERTO;3
ZÉ ROBERTO;15
ZÉ ROBERTO;12
ZÉ ROBERTO;7
ZÉ ROBERTO;15
ZÉ ROBERTO;16
ZÉ ROBERTO;4
ZÉ ROBERTO;9
ZÉ ROBERTO;3
ZÉ ROBERTO;7
ZÉ ROBERTO;6
ZÉ ROBERTO;13
ZÉ ROBERTO;7
ZÉ ROBERTO;8
ZÉ ROBERTO;13
ZÉ ROBERTO;6
ZÉ ROBERTO;5
ZÉ ROBERTO;12
ZÉ ROBERTO;9
ZÉ ROBERTO;12
ZÉ ROBERTO;6
ZÉ ROBERTO;11
ZÉ ROBERTO;3
ZÉ ROBERTO;11
ZÉ ROBERTO;13
ZÉ ROBERTO;5
ZÉ ROBERTO;14
ZÉ ROBERTO;7
ZÉ ROBERTO;9
ZÉ ROBERTO;14
ZÉ ROBERTO;7
ZÉ ROBERTO;10
ZÉ ROBERTO;13
ZÉ ROBERTO;14
ZÉ ROBERTO;11
ZÉ ROBERTO;6
ZÉ ROBERTO;9
ZÉ ROBERTO;11
ZÉ ROBERTO;8
ZÉ ROBERTO;10
ZÉ ROBERTO;7
ZÉ ROBERTO;11
ZÉ ROBERTO;4
ZÉ ROBERTO;16
ZÉ ROBERTO;11
ZÉ ROBERTO;9
ZÉ ROBERTO;12
ZÉ ROBERTO;4
ZÉ ROBERTO;8
ZÉ ROBERTO;11
ZÉ ROBERTO;16
ZÉ ROBERTO;6
ZÉ ROBERTO;11
ZÉ ROBERTO;9
ZÉ ROBERTO;8
ZÉ ROBERTO;8
ZÉ ROBERTO;6
ZÉ ROBERTO;5
ZÉ ROBERTO;6
ZÉ ROBERTO;6
ZÉ ROBERTO;5
ZÉ ROBERTO;7
ZÉ ROBERTO;5
ZÉ ROBERTO;2
ZÉ ROBERTO;12
ZÉ ROBERTO;9
ZÉ ROBERTO;4
ZÉ ROBERTO;11
ZÉ ROBERTO;7
ZÉ ROBERTO;11
ZÉ ROBERTO;5
ZÉ ROBERTO;10
ZÉ ROBERTO;7
ZÉ ROBERTO;9
ZÉ ROBERTO;7
ZÉ ROBERTO;2
ZÉ ROBERTO;17
ZÉ ROBERTO;15
ZÉ ROBERTO;8
ZÉ ROBERTO;9
ZÉ ROBERTO;8
ZÉ ROBERTO;13
ZÉ ROBERTO;13
ZÉ ROBERTO;13
ZÉ ROBERTO;10
ZÉ ROBERTO;10
ZÉ ROBERTO;12
ZÉ ROBERTO;8
ZÉ ROBERTO;12
ZÉ ROBERTO;5
ZÉ ROBERTO;10
ZÉ ROBERTO;10
ZÉ ROBERTO;5
ZÉ ROBERTO;9
ZÉ ROBERTO;12
ZÉ ROBERTO;11
ZÉ ROBERTO;5
ZÉ ROBERTO;7
ZÉ ROBERTO;9
ZÉ ROBERTO;11
ZÉ ROBERTO;6
ZÉ ROBERTO;2
ZÉ ROBERTO;5
ZÉ ROBERTO;2
ZÉ ROBERTO;2
ZÉ ROBERTO;1
ZÉ ROBERTO;1
ZÉ ROBERTO;3
ZÉ ROBERTO;2
ZÉ ROBERTO;4
ZÉ ROBERTO;1
ZÉ ROBERTO;11
ZÉ ROBERTO;10
ZÉ ROBERTO;13
ZÉ ROBERTO;10
ZÉ ROBERTO;9
ZÉ ROBERTO;12
ZÉ ROBERTO;12
ZÉ ROBERTO;12
ZÉ ROBERTO;7
ZÉ ROBERTO;6
ZÉ ROBERTO;12
ZÉ ROBERTO;5
ZÉ ROBERTO;18
ZÉ ROBERTO;14
ZÉ ROBERTO;18
ZÉ ROBERTO;6
ZÉ ROBERTO;15
ZÉ ROBERTO;12
ZÉ ROBERTO;8
ZÉ ROBERTO;17
ZÉ ROBERTO;7
ZÉ ROBERTO;18
ZÉ ROBERTO;12
ZÉ ROBERTO;10
ZÉ ROBERTO;9
ZÉ ROBERTO;3
ZÉ ROBERTO;9
ZÉ ROBERTO;5
ZÉ ROBERTO;17
ZÉ ROBERTO;12
ZÉ ROBERTO;14
ZÉ ROBERTO;6
ZÉ ROBERTO;19
ZÉ ROBERTO;12
ZÉ ROBERTO;4
ZÉ ROBERTO;6
ZÉ ROBERTO;9
ZÉ ROBERTO;14
ZÉ ROBERTO;9
ZÉ ROBERTO;10
ZÉ ROBERTO;19
ZÉ ROBERTO;9
ZÉ ROBERTO;7
ZÉ ROBERTO;6
ZÉ ROBERTO;6
ZÉ ROBERTO;8
ZÉ ROBERTO;6
ZÉ ROBERTO;10
ZÉ ROBERTO;11
ZÉ ROBERTO;7
ZÉ ROBERTO;6
ZÉ ROBERTO;6
ZÉ ROBERTO;8
ZÉ ROBERTO;10
ZÉ ROBERTO;13
ZÉ ROBERTO;4
ZÉ ROBERTO;6
ZÉ ROBERTO;14
ZÉ ROBERTO;4
ZÉ ROBERTO;6
ZÉ ROBERTO;11
ZÉ ROBERTO;9
ZÉ ROBERTO;3
ZÉ ROBERTO;7
ZÉ ROBERTO;18
ZÉ ROBERTO;5
ZÉ ROBERTO;9
ZÉ ROBERTO;6
ZÉ ROBERTO;6
ZÉ ROBERTO;6
ZÉ ROBERTO;4
ZÉ ROBERTO;3
ZÉ ROBERTO;3
ZÉ ROBERTO;4
ZÉ ROBERTO;4
ZÉ ROBERTO;3
ZÉ ROBERTO;4
ZÉ ROBERTO;2
ZÉ ROBERTO;8
ZÉ ROBERTO;3
ASSILON;38
ASSILON;34
ASSILON;27
ASSILON;42
ASSILON;45
ASSILON;45
ASSILON;24
ASSILON;29
ASSILON;36
ASSILON;37
ASSILON;23
ASSILON;47
ASSILON;43
ASSILON;47
ASSILON;48
ASSILON;41
ASSILON;16
ASSILON;2
ASSILON;35
ASSILON;9
ASSILON;18
CARLOS JACA;19
CARLOS JACA;35
CARLOS JACA;27
CARLOS JACA;16
CARLOS JACA;21
CARLOS JACA;21
CARLOS JACA;22
CARLOS JACA;16
CARLOS JACA;15
CARLOS JACA;30
CARLOS JACA;21
CARLOS JACA;17
CARLOS JACA;24
CARLOS JACA;69
JOAO BATISTA;79
JOAO BATISTA;73
JOAO BATISTA;55
JOAO BATISTA;63
JOAO BATISTA;62
JOAO BATISTA;61
JOAO BATISTA;74
JOAO BATISTA;45
JOAO BATISTA;61
